,original_glrlm_RunLengthNonUniformity,original_glszm_LargeAreaEmphasis,log-sigma-1-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LH_firstorder_Variance,wavelet-HL_glcm_ClusterProminence,wavelet-HL_ngtdm_Complexity,wavelet-HH_glrlm_RunLengthNonUniformity,wavelet-HH_gldm_DependenceNonUniformity,wavelet-LL_firstorder_Maximum,wavelet-LL_glrlm_GrayLevelNonUniformity,wavelet-LL_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LL_glrlm_ShortRunHighGrayLevelEmphasis,wavelet-LL_ngtdm_Complexity,score
0,1.564198257394064,-0.8361033248928418,-0.13064120250432146,-0.6255890310300224,-0.6434069320796676,-0.3011776702276267,1.5998022106923313,2.080587512762146,1.4482196336494202,0.6612677752198394,0.04989380525001474,-0.20831185967797297,0.03835540020795516,0.9207635456840819,0.08884262641380478,2.122615048248219
2,-0.12934476408471543,-0.9071325256776259,-0.16570434113751323,-0.767836862161092,-0.530417081577622,-0.2149010596287262,-0.11965386783607308,-0.22838588044857103,-0.4119197957946142,-0.80076051405092,0.13585384904008818,-0.4425038916410321,-0.701204027395638,-0.4903123887506818,0.7596019334089675,0.626585395960667
4,-0.850128336407398,-0.3023225665307968,0.17000667361407307,-1.2186601291968815,-1.0513758121533578,-0.4910748221564092,-0.9660007897784405,-1.2612314045973367,-0.768176956808587,-0.5569116521041739,0.22397533710179837,-0.6015313315395303,0.6020991851850228,0.5626752704356237,-1.3600281284942188,0.3645833502496635
5,-0.4417167016157632,-0.8677592712069394,-0.15508491458904658,-0.9633670844673503,-0.7252928403271309,-0.14982379356368603,0.010036257984521926,0.3615014089016557,-0.6624496752161431,-1.0260404995452947,-1.4821963922897725,-0.739150753615338,-0.8514460889450705,-0.8488047855082488,-1.166517976305782,1.0260259151706033
8,2.0362426969754073,0.6966948524625988,0.08725264963736816,-0.0733621685493076,-0.18943073321101409,-0.6131207247457848,-0.9382828311926404,-1.1198110366797422,2.1935832819546315,3.7769175459203304,0.5147862617362418,0.5559443395582431,1.2902643085745134,1.7743120265363763,-0.6424751684064858,1.2995719688864436
9,-0.5888427769827236,-0.6260858815227651,-0.10734781254009945,-0.9296796125645389,0.25253821466801735,-0.16733907438907572,-0.8923325262950713,-1.0216975840787643,-0.6853149128248489,-0.581695631637249,0.6152428544692512,-0.9917919438004282,-0.04569790351289229,0.13177579574789453,-0.1080196027660938,0.4578595329734389
11,0.16647907558395844,-0.23443701023480534,-0.043985927140755686,-0.302947651573263,-1.2186730544779703,2.240775295555261,-0.792911538971897,-0.8518397673284731,0.023749638960749293,0.9146672108014673,0.977615927026531,0.31788044976954954,1.181705990415765,1.4043445358220659,0.3557007224632832,-0.7697035943145812
12,-0.5829704909501929,-0.5158354639368266,-0.12372063130555346,-0.3564331476110458,-0.21756748781090846,1.474033506359061,-0.4637325132645423,-0.40516503089410133,-0.5449462934910766,-0.6948199306614699,0.3821915705533091,-0.791057923783483,1.0261548404339487,0.9300097482763943,0.21977576405436947,-0.5791635870429658
17,0.28661907492259026,2.3469988881764654,-0.022311475250606443,0.29608630792199847,-0.976655255843861,-0.3790683600520557,-0.7424293981769738,-0.36061303971854436,0.6749638380565167,1.0924548805696428,-1.4873139586237418,0.8019951049938763,4.237478080361299,0.27746345566850256,-1.5295817020257,-1.9945372759460167
18,0.641814487139102,-0.7350723237799413,-0.14760769137050242,-0.6072900990601571,-0.5545341617581281,-0.029731384586915672,0.3295836267088294,0.3434174541349619,0.6897083685707011,-0.011200713840997361,0.3681858082683824,-0.6456516832437752,0.3740653158517889,0.8506700578836938,0.5123501636900276,1.1240985181494005
