,original_glrlm_RunLengthNonUniformity,original_glszm_LargeAreaEmphasis,log-sigma-1-0-mm-3D_glszm_LargeAreaLowGrayLevelEmphasis,log-sigma-1-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,log-sigma-3-0-mm-3D_gldm_LargeDependenceHighGrayLevelEmphasis,wavelet-LH_firstorder_Variance,wavelet-HL_glcm_ClusterProminence,wavelet-HL_ngtdm_Complexity,wavelet-HH_glrlm_RunLengthNonUniformity,wavelet-HH_gldm_DependenceNonUniformity,wavelet-LL_firstorder_Maximum,wavelet-LL_glrlm_GrayLevelNonUniformity,wavelet-LL_glrlm_LongRunHighGrayLevelEmphasis,wavelet-LL_glrlm_ShortRunHighGrayLevelEmphasis,wavelet-LL_ngtdm_Complexity,score
137,-1.331112615306633,-0.6804414046099463,-0.1672417688463163,-0.6669176601763779,-0.5121765386465037,2.3503653606444117,-0.9799333250115092,-1.266754790756178,-1.419846914972635,-1.345462056241716,0.5386885634694905,-1.1831296157213251,0.7620163441516583,0.8499920984180206,0.569465679911621,-1.1770401301807691
138,-0.7168423386369392,-0.6193998599741793,-0.17128286089341985,-0.8630911934176013,-0.23238758777615617,0.7649800856117391,0.6893074876428665,0.5761496589916376,-0.5865118257599832,-1.0107510876103163,0.8967729538263296,-0.8789556670578489,-0.2710319058428766,1.1348338933004358,2.0091517108960266,0.02641385354431589
139,-0.31585638292479795,-0.206844267963203,-0.10579470155425698,0.2714456719594071,1.4254387379222944,0.7578026472521329,0.5896161050624167,0.91786075852743,-0.2277932060639508,-0.5286935464832335,0.7903803212519032,-0.504763243684552,-0.10758946081792542,0.7114903965386717,0.9156577485840275,-0.2916204404836437
140,-0.575907513620417,0.43591562012986995,-0.11197929293608759,0.7462722538220171,0.6161477780176637,-0.22409003317229514,0.5872979335781077,0.5176218999513456,-0.3781895836938849,-0.7293973735565346,0.7595420638295569,0.03854642795036803,-0.7098609441655206,-0.5997114136046504,1.2601931586763906,-0.7417965956469502
143,-0.7570685870146355,0.732260265710601,0.04908352389159867,0.05621123634639899,-1.407193997859574,-0.8601118897286049,-0.05944845514427413,-0.07218807573077621,-0.6937191532571092,-0.5168993307690524,-2.8051643778282123,0.9614295752029125,-0.9928882130726292,-1.6968160985853582,-1.904735366189633,-0.45159448675794944
145,-0.48618779193030104,0.48931410605690223,0.031322921413185024,1.485760483335482,0.16758242851411911,-0.4097779233224452,-0.22234112611357607,0.013448533707350578,-0.44775402668087555,-0.19828980593971834,-1.7562343110786753,1.2895359754444096,-0.9792004218681913,-1.603004996845302,-1.0556504088145797,-1.079005991683693
150,-1.1405294670106525,0.9998394387344883,-0.054499773589440755,-0.31335880502463787,0.3809234842260789,-0.22300811875529042,-0.17529583161022777,-0.2692435442094542,-0.9419825509565459,-0.8873839601216033,1.0151576361555459,-0.5614946358062638,-0.03561165275982303,-0.18872496923198678,0.8994463250536753,-0.9131262896199331
151,-0.18687741618413864,-0.3326003064523119,-0.036796675157657596,-0.9464647522725814,0.36155934022211805,0.9565358805899076,-0.8122444535761293,-0.7359145943159627,-0.1923813600856706,-0.22074302380517608,0.8716317875896817,-0.5737830271432534,0.955577065620247,0.9484842730421357,0.5106615955989944,-0.2554126467084065
154,1.5989683244665096,1.6718875561008144,-0.011736158090913296,0.47746999228243886,3.2643028964092227,-0.5449157274122187,0.9246643701330225,1.5140389031446986,1.8968440434923284,2.1252032269697985,0.8344817162988762,2.772925714725969,-0.4295921030036281,-0.273127842044473,1.1154672459147097,-0.8860573207440431
161,-0.611459486547872,0.9217980487608783,-0.11493754560234175,1.825041864671734,0.7674524597441789,-0.06080168720070851,-0.156540455713572,0.1494272789913928,-0.5182887319955504,-0.42778234721835867,0.7894676563656455,-0.3256045918843708,0.9373591076633705,-0.25375653189419745,0.6018810209749837,-1.4602698388232238
165,-0.36599906130342214,0.8581887756606997,0.03084200881659345,-0.2863271946714844,-0.19525529417406828,-0.04446240997747469,-0.07403305991703384,-0.12228526232251963,-0.15618733497469092,-0.08079308108653235,-0.6234535916803067,0.2876626796136552,-0.24025098727169575,-0.5159091565543333,-0.3435068758181395,-0.4989126449829104
169,-0.8816273229172968,-0.056012043304641906,-0.10503257042978677,0.36580004569971464,1.9453397650914042,1.0161246096488314,-0.6029854098042711,-0.45130180375080237,-0.8705321813039532,-0.801691155843442,1.0674130301428586,-0.29627509702092625,-0.6699543319938216,-0.19782307391150974,2.033956761297064,-1.303367687828069
170,-0.06863829033484597,0.10730387146678963,-0.1091019846872897,2.0493873052035516,1.004503718889148,0.21000604423895294,0.668750472896026,0.6121198217484938,0.1105730251843468,-0.07435543362920632,0.42916877711857676,1.26878125080642,-0.9434624396728416,-1.3767588016814176,1.5898782699070464,-1.4588357377828653
171,0.544260135807189,-0.4362940768969909,-0.11636375031006453,-0.524799733155458,1.2492298932462353,0.29952007049184864,-0.48447850206047954,-0.30354406133965944,0.47903941246343335,0.22647685747573956,1.0306555881784623,0.017131185514276462,0.07950128138417388,0.8161396788919096,0.946564406907021,0.2685822795549019
173,-0.08089907235617019,-0.2818331950030278,-0.08339427740467559,-0.3125337918157908,0.3355313061373616,0.28273197731346733,-0.8125371828807199,-0.9363237327555289,0.14467102995822395,0.22259304138058664,0.5344162408243149,-0.3423524983466533,1.3335111960008907,1.696090736065505,0.19868626141745582,-0.20069521797298803
174,-1.462461115123258,-0.8714305640625709,-0.18281824657695,0.428754097427101,-1.1085848339669877,-0.054206701299001625,1.5761000185617742,0.35780747909740146,-1.4692960483119766,-1.6374623900682106,-1.6348434365331257,-1.0476785691723547,-0.9579656796601368,-1.3467275605066085,-0.4519129127946936,-0.1678211582586131
179,-0.19137471210501092,2.0351936737734624,0.12263685193512819,0.07196167215853418,0.31866909101438495,-0.955362726849489,-0.46201254553555654,-0.33297575745742547,0.27495304768884005,1.3538631714892608,0.2780079736840233,3.156612273728475,-0.8603910918294057,-1.2402807877891528,-0.40254096183735094,-1.7076070273036612
180,0.3321992597858138,-0.6715401566805367,-0.17478866774765364,0.928666980253745,1.2528794727220187,0.18094414406886472,2.3949774448551056,2.0681246722719604,0.21530146524531044,-0.18496286513323074,-0.9257945325692746,0.5141626225677841,-0.8886291250169848,-1.0450206023354922,0.5136578194100191,-0.12399335513002972
182,0.9234274201951598,0.21148917365312725,-0.11599960959651312,1.412369218805081,1.2307542956901543,0.5075581415676077,0.10429377980675275,0.6731198210223985,1.07306389281075,1.3581352270067193,1.0746518854764475,0.7583565398542395,1.813506307354292,1.767909477714389,0.39403790702788527,-0.6821879786518781
187,-0.1357926496602877,-0.28169940772512,-0.15271285201302462,1.4536615652391653,1.5012522479058883,0.044479632650556995,0.36382110613541846,0.8275259099039066,-0.1799889376073945,-0.18473981197561423,1.053337863684072,0.1477339113369852,-0.5778220875438601,-0.5506931079900138,1.5576100550977876,-0.5999227787374928
188,-1.0498645917130753,-0.8287630715039822,-0.08800049497483833,-0.8744005130079157,-1.8978128004883688,3.3529982595359487,-0.9845988200090455,-1.2795166592251443,-1.3071654964745334,-1.0888525827545796,-0.9302443316018918,-0.949416587253582,0.5112082041370456,0.9636493871771171,-0.8743448581333754,-0.8457258004579757
192,-0.025672837590610686,0.19470507872646461,-0.1305971807761057,1.6705203237170192,1.0448926862720493,-0.13356116815862853,0.3455596793569296,0.25164908393885926,0.02831573814508072,-0.07119352271303547,1.0345650261431723,0.21439159238409763,-0.1375107446999683,-0.522920517727264,1.6556592725561639,-0.9422905605299569
